Fusion index,Description,Config,Name,OpType,Count,Bounded-by,Execution time,Compute time,Memory time,ICI/NVLink time,ICI/NVLink outbound traffic,ICI/NVLink inbound traffic,Aggregated DCN time,DCN 0 time,PCIe time,Temporary memory size,Persistent memory size,MXU time,VPU time,Transpose time,Permute time,Bytes accessed,Input Tensor Shapes,Output Tensor Shapes,FLOP Count,Op Name,Op Code,Weight Size,Output Shape,parsed_op_type,dim_labels,tile_shapes,num_tiles,max_vmem_demand_bytes,num_mxu_ops,einsum_B_size,einsum_M_size,einsum_N_size,einsum_K_size,vu_softmax_time_ns,Compute Time (ns),Bytes Accessed,DVFS SA Policy,DVFS SA Voltage (V),DVFS SA Frequency (GHz),DVFS VU Policy,DVFS VU Voltage (V),DVFS VU Frequency (GHz),DVFS SRAM Policy,DVFS SRAM Voltage (V),DVFS SRAM Frequency (GHz),DVFS HBM Policy,DVFS HBM Voltage (V),DVFS HBM Frequency (GHz),DVFS ICI Policy,DVFS ICI Voltage (V),DVFS ICI Frequency (GHz),Vmem time,static_energy_sa_J,static_energy_vu_J,static_energy_sram_J,static_energy_hbm_J,static_energy_ici_J,static_energy_other_J,dynamic_energy_sa_J,dynamic_energy_vu_J,dynamic_energy_sram_J,dynamic_energy_hbm_J,dynamic_energy_ici_J,dynamic_energy_other_J,static_energy_J,dynamic_energy_J,total_energy_J,static_power_W,dynamic_power_W,total_power_W,num_setpm_sa,num_setpm_vu,num_setpm_sram,num_setpm_hbm,num_setpm_ici,tflops_per_sec,hbm_bw_GBps,flops_util,hbm_bw_util,DVFS SA Scaling Time (ns),DVFS SA Power Efficiency (%),DVFS VU Scaling Time (ns),DVFS VU Power Efficiency (%),DVFS SRAM Scaling Time (ns),DVFS SRAM Power Efficiency (%),DVFS HBM Scaling Time (ns),DVFS HBM Power Efficiency (%),DVFS ICI Scaling Time (ns),DVFS ICI Power Efficiency (%),DVFS SA Activity Factor,DVFS VU Activity Factor,DVFS SRAM Activity Factor,DVFS HBM Activity Factor,DVFS ICI Activity Factor
2,Fwd-Attention-encoder-Input_rmsnorm,"RMSNorm(x=1x2048x2880,memory_placements=0_0,type=DT_BFLOAT16)",FwdAttentionencoderInputrmsnormXnormRMSNormX,VPU,24,Memory,7947,3389,7947,0,0,0,0,0,0,0,0,0,3389,0,0,23592960,"DT_BFLOAT16:[1,2048,2880]","[DT_BFLOAT16:(1,2048,2880)]",35389440,FwdAttentionencoderInputrmsnormXnormRMSNormX,RMSNorm,0,[],RMSNorm,,,,,0,,,,,0,3389,23592960,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,4.453182332955832,2764.8994903737257,0.4263540070614881,0.9999636493214198,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
3,Fwd-FullAttention--Q-3,"XlaEinsum(a=1x2048x2880,b=2880x64x64,eq=BLM;MND->BLND,memory_placements=0_0_0,type=DT_BFLOAT16)",FwdFullAttentionQ3MatMulQ,MXU,12,Compute,110852,110852,17572,0,0,0,0,0,0,0,0,110852,18472,0,0,52166656,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[2880,64,64]","[DT_BFLOAT16:(1,2048,64,64)]",48318382080,FwdFullAttentionQ3MatMulQ,Einsum,23592960,[],Einsum,"BLM,MND->BLND","[[1, 2048, 2880], [2880, 64, 64], [1, 2048, 64, 64]]",1,29360128,11776,1,2048,4096,2880,0,110852,52166656,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,19638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,435.88191534658824,438.2779234925847,0.9556936078932479,0.1585091947531952,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
3,Fwd-FullAttention--K-3,"XlaEinsum(a=1x2048x2880,b=2880x8x64,eq=BLM;MND->BLND,memory_placements=0_0_0,type=DT_BFLOAT16)",FwdFullAttentionK3MatMulK,MXU,12,Compute,13873,13873,5674,0,0,0,0,0,0,0,0,13873,2309,0,0,16842752,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[2880,8,64]","[DT_BFLOAT16:(1,2048,8,64)]",6039797760,FwdFullAttentionK3MatMulK,Einsum,2949120,[],Einsum,"BLM,MND->BLND","[[1, 2048, 2880], [2880, 8, 64], [1, 2048, 8, 64]]",1,7340032,1472,1,2048,512,2880,0,13873,16842752,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,435.36349455777406,1130.6880383658906,0.954556943543054,0.408928766135946,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
3,Fwd-FullAttention--V-3,"XlaEinsum(a=1x2048x2880,b=2880x8x64,eq=BLM;MND->BLND,memory_placements=0_0_0,type=DT_BFLOAT16)",FwdFullAttentionV3MatMulV,MXU,12,Compute,13873,13873,5674,0,0,0,0,0,0,0,0,13873,2309,0,0,16842752,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[2880,8,64]","[DT_BFLOAT16:(1,2048,8,64)]",6039797760,FwdFullAttentionV3MatMulV,Einsum,2949120,[],Einsum,"BLM,MND->BLND","[[1, 2048, 2880], [2880, 8, 64], [1, 2048, 8, 64]]",1,7340032,1472,1,2048,512,2880,0,13873,16842752,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,435.36349455777406,1130.6880383658906,0.954556943543054,0.408928766135946,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
4,Fwd-FullAttention--FlashAttention-4,"FlashAttention(q=1x2048x64x64,k=1x2048x8x64,v=1x2048x8x64,memory_placements=[0, 0, 0],type=DT_BFLOAT16)",FwdFullAttentionFlashAttention4FlashAttention,MXU,12,Compute,308444,308444,12715,0,0,0,0,0,0,0,0,308444,154201,0,0,37748736,"DT_BFLOAT16:[1,2048,64,64],DT_BFLOAT16:[1,2048,8,64],DT_BFLOAT16:[1,2048,8,64]","[DT_BFLOAT16:(1,2048,64,64)]",69793218560,FwdFullAttentionFlashAttention4FlashAttention,FlashAttention,0,[],FlashAttention,,"[2048, 128]",,1589248,32768,64,2048,2048,64,102801,308444,37748736,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,52248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,226.27517007949578,113.97936092126933,0.4961199950174172,0.04122219201492562,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
5,Fwd-FullAttention--Attention_output-5,"XlaEinsum(a=1x2048x64x64,b=64x64x2880,eq=BLND;NDM->BLM,memory_placements=0_0_0,type=DT_BFLOAT16)",FwdFullAttentionAttentionoutput5MatMulattnOutputattnAvgWo,MXU,12,Compute,110852,110852,17572,0,0,0,0,0,0,0,0,110852,18472,0,0,52166656,"DT_BFLOAT16:[1,2048,64,64],DT_BFLOAT16:[64,64,2880]","[DT_BFLOAT16:(1,2048,2880)]",48318382080,FwdFullAttentionAttentionoutput5MatMulattnOutputattnAvgWo,Einsum,23592960,[],Einsum,"BLND,NDM->BLM","[[1, 2048, 64, 64], [64, 64, 2880], [1, 2048, 2880]]",1,21889024,11776,1,2048,2880,4096,0,110852,52166656,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,19638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,435.88191534658824,438.2779234925847,0.9556936078932479,0.1585091947531952,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
6,Fwd-FullAttention--Attention_layernorm-6,"LayerNorm(x=1x2048x2880,memory_placements=0_0,type=DT_BFLOAT16)",FwdFullAttentionAttentionlayernorm6YnormLayerNormy,VPU,12,Memory,7947,4518,7947,0,0,0,0,0,0,0,0,0,4518,0,0,23592960,"DT_BFLOAT16:[1,2048,2880]","[DT_BFLOAT16:(1,2048,2880)]",47185920,FwdFullAttentionAttentionlayernorm6YnormLayerNormy,LayerNorm,0,[],LayerNorm,,,,,0,,,,,0,4518,23592960,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,5.93757644394111,2764.8994903737257,0.5684720094153176,0.9999636493214198,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
7,Fwd-SlidingAttention--Q-7,"XlaEinsum(a=1x2048x2880,b=2880x64x64,eq=BLM;MND->BLND,memory_placements=0_0_0,type=DT_BFLOAT16)",FwdSlidingAttentionQ7MatMulQ,MXU,12,Compute,110852,110852,17572,0,0,0,0,0,0,0,0,110852,18472,0,0,52166656,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[2880,64,64]","[DT_BFLOAT16:(1,2048,64,64)]",48318382080,FwdSlidingAttentionQ7MatMulQ,Einsum,23592960,[],Einsum,"BLM,MND->BLND","[[1, 2048, 2880], [2880, 64, 64], [1, 2048, 64, 64]]",1,29360128,11776,1,2048,4096,2880,0,110852,52166656,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,19638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,435.88191534658824,438.2779234925847,0.9556936078932479,0.1585091947531952,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
7,Fwd-SlidingAttention--K-7,"XlaEinsum(a=1x128x2880,b=2880x8x64,eq=BLM;MND->BLND,memory_placements=0_0_0,type=DT_BFLOAT16)",FwdSlidingAttentionK7MatMulK,MXU,12,Memory,1286,885,1286,0,0,0,0,0,0,0,0,885,144,0,0,3817472,"DT_BFLOAT16:[1,128,2880],DT_BFLOAT16:[2880,8,64]","[DT_BFLOAT16:(1,128,8,64)]",377487360,FwdSlidingAttentionK7MatMulK,Einsum,2949120,[],Einsum,"BLM,MND->BLND","[[1, 128, 2880], [2880, 8, 64], [1, 128, 8, 64]]",1,1441792,92,1,128,512,2880,0,885,3817472,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,293.5360497667185,2764.617302925739,0.6435929470146184,0.9998615923782057,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
7,Fwd-SlidingAttention--V-7,"XlaEinsum(a=1x128x2880,b=2880x8x64,eq=BLM;MND->BLND,memory_placements=0_0_0,type=DT_BFLOAT16)",FwdSlidingAttentionV7MatMulV,MXU,12,Memory,1286,885,1286,0,0,0,0,0,0,0,0,885,144,0,0,3817472,"DT_BFLOAT16:[1,128,2880],DT_BFLOAT16:[2880,8,64]","[DT_BFLOAT16:(1,128,8,64)]",377487360,FwdSlidingAttentionV7MatMulV,Einsum,2949120,[],Einsum,"BLM,MND->BLND","[[1, 128, 2880], [2880, 8, 64], [1, 128, 8, 64]]",1,1441792,92,1,128,512,2880,0,885,3817472,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,293.5360497667185,2764.617302925739,0.6435929470146184,0.9998615923782057,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
